tasa_ahorro,ratio_endeudamiento,ratio_gasto_ingreso,ratio_gasto_esencial,ratio_gasto_discrecional,concentracion_gasto,frecuencia_ahorro_num,ratio_recurrente,perfil_slug
0.427,0.032,0.573,0.409,0.089,0.363,3,0.204,saludable
0.175,0.300,0.825,0.649,0.139,0.246,2,0.353,en_observacion
0.168,0.194,0.832,0.546,0.251,0.501,2,0.276,en_observacion
-0.081,0.645,1.081,0.511,0.327,0.407,1,0.078,en_riesgo
0.343,0.039,0.657,0.314,0.083,0.470,3,0.283,saludable
0.494,0.201,0.506,0.369,0.067,0.585,3,0.119,saludable
0.050,0.150,0.950,0.499,0.326,0.066,2,0.236,en_observacion
-0.061,0.738,1.061,0.506,0.377,0.600,0,0.413,en_riesgo
-0.220,0.392,1.220,0.586,0.161,0.191,1,0.176,en_riesgo
0.103,0.233,0.897,0.566,0.293,0.291,1,0.514,en_observacion
0.513,0.008,0.487,0.265,0.172,0.430,3,0.130,saludable
0.095,0.448,0.905,0.422,0.337,0.509,1,0.278,en_riesgo
0.407,0.208,0.593,0.412,0.172,0.292,3,0.097,saludable
0.366,0.169,0.634,0.302,0.195,0.366,2,0.199,saludable
0.009,0.616,0.991,0.514,0.110,0.520,0,0.235,en_riesgo
0.328,0.182,0.672,0.317,0.092,0.127,3,0.145,saludable
-0.086,0.772,1.086,0.778,0.229,0.146,1,0.182,en_riesgo
0.198,0.250,0.802,0.415,0.274,0.675,2,0.083,en_observacion
0.186,0.207,0.814,0.416,0.330,0.367,2,0.329,saludable
0.300,0.215,0.700,0.477,0.207,0.493,3,0.145,saludable
0.235,0.057,0.765,0.492,0.167,0.347,2,0.144,saludable
0.082,0.314,0.918,0.578,0.332,0.277,1,0.433,en_observacion
0.505,0.140,0.495,0.233,0.197,0.294,2,0.319,saludable
-0.126,0.764,1.126,0.791,0.320,0.427,0,0.269,en_riesgo
0.205,0.235,0.795,0.460,0.181,0.287,3,0.438,en_observacion
0.435,0.150,0.565,0.373,0.066,0.270,3,0.310,saludable
-0.140,0.655,1.140,0.822,0.192,0.422,1,0.435,en_riesgo
0.309,0.060,0.691,0.492,0.111,0.438,2,0.277,saludable
0.325,0.031,0.675,0.539,0.092,0.427,3,0.038,saludable
0.021,0.185,0.979,0.528,0.355,0.429,1,0.240,en_riesgo
0.025,0.294,0.975,0.450,0.119,0.728,2,0.186,en_riesgo
-0.009,0.698,1.009,0.694,0.122,0.157,0,0.223,en_riesgo
0.100,0.345,0.900,0.586,0.229,0.289,2,0.211,en_riesgo
-0.084,0.773,1.084,0.836,0.238,0.501,0,0.313,en_riesgo
-0.369,0.755,1.369,0.943,0.401,0.465,1,0.295,en_riesgo
-0.111,0.778,1.111,0.771,0.328,0.444,0,0.262,en_riesgo
-0.355,0.581,1.355,0.952,0.216,0.104,0,0.307,en_riesgo
-0.395,0.456,1.395,0.702,0.208,0.820,1,0.138,en_riesgo
-0.377,0.761,1.377,0.672,0.563,0.220,1,0.467,en_riesgo
0.333,0.125,0.667,0.400,0.255,0.297,3,0.388,saludable
-0.203,0.593,1.203,0.857,0.285,0.295,1,0.210,en_riesgo
0.236,0.084,0.764,0.522,0.196,0.302,3,0.606,saludable
0.232,0.142,0.768,0.423,0.214,0.531,3,0.204,saludable
0.226,0.008,0.774,0.386,0.083,0.093,3,0.195,saludable
0.467,0.011,0.533,0.296,0.222,0.227,3,0.295,saludable
0.306,0.187,0.694,0.399,0.272,0.595,2,0.387,saludable
-0.253,0.614,1.253,0.930,0.306,0.317,0,0.270,en_riesgo
0.454,0.036,0.546,0.268,0.071,0.188,3,0.082,saludable
0.181,0.398,0.819,0.596,0.139,0.126,2,0.109,en_observacion
0.331,0.045,0.669,0.513,0.082,0.625,3,0.424,saludable
0.248,0.206,0.752,0.475,0.155,0.628,2,0.341,saludable
0.404,0.046,0.596,0.404,0.112,0.084,3,0.289,saludable
0.044,0.607,0.956,0.724,0.125,0.742,0,0.226,en_riesgo
0.315,0.163,0.685,0.524,0.100,0.618,2,0.065,saludable
-0.281,0.424,1.281,0.865,0.262,0.311,0,0.275,en_riesgo
0.292,0.023,0.708,0.376,0.293,0.063,3,0.269,saludable
0.298,0.036,0.702,0.489,0.160,0.229,3,0.199,saludable
0.207,0.383,0.793,0.469,0.294,0.237,1,0.500,en_observacion
-0.251,0.760,1.251,0.906,0.286,0.555,0,0.237,en_riesgo
0.435,0.054,0.565,0.310,0.193,0.665,3,0.266,saludable
0.544,0.176,0.456,0.277,0.132,0.371,2,0.074,saludable
-0.062,0.444,1.062,0.698,0.210,0.690,1,0.082,en_riesgo
0.378,0.062,0.622,0.378,0.089,0.816,2,0.084,saludable
-0.210,0.479,1.210,0.815,0.250,0.669,1,0.168,en_riesgo
0.225,0.262,0.775,0.452,0.209,0.391,1,0.297,en_observacion
-0.236,0.536,1.236,0.688,0.520,0.655,1,0.280,en_riesgo
0.101,0.335,0.899,0.525,0.161,0.314,1,0.046,en_observacion
0.204,0.082,0.796,0.501,0.269,0.209,3,0.259,saludable
0.083,0.341,0.917,0.502,0.269,0.598,1,0.185,en_riesgo
0.136,0.409,0.864,0.509,0.190,0.619,2,0.189,en_riesgo
0.068,0.334,0.932,0.636,0.095,0.842,2,0.490,en_riesgo
-0.360,0.553,1.360,0.905,0.372,0.108,0,0.082,en_riesgo
0.060,0.222,0.940,0.658,0.261,0.418,1,0.113,en_observacion
-0.222,0.462,1.222,0.977,0.231,0.113,1,0.034,en_riesgo
-0.014,0.730,1.014,0.475,0.361,0.357,1,0.116,en_riesgo
0.040,0.335,0.960,0.627,0.170,0.655,1,0.155,en_riesgo
0.187,0.390,0.813,0.591,0.110,0.770,1,0.219,en_observacion
0.104,0.349,0.896,0.497,0.147,0.608,1,0.449,en_riesgo
-0.230,0.518,1.230,0.716,0.363,0.327,0,0.354,en_riesgo
0.240,0.201,0.760,0.446,0.106,0.410,3,0.224,saludable
0.211,0.288,0.789,0.569,0.131,0.669,1,0.056,en_observacion
0.497,0.183,0.503,0.235,0.117,0.634,2,0.103,saludable
0.203,0.103,0.797,0.421,0.263,0.149,3,0.353,saludable
0.041,0.423,0.959,0.481,0.354,0.076,2,0.112,en_riesgo
0.346,0.001,0.654,0.367,0.231,0.521,3,0.190,saludable
0.301,0.162,0.699,0.451,0.111,0.426,3,0.258,saludable
0.194,0.259,0.806,0.465,0.273,0.168,2,0.235,en_observacion
0.041,0.375,0.959,0.632,0.233,0.692,1,0.128,en_riesgo
0.139,0.289,0.861,0.430,0.148,0.342,2,0.145,en_observacion
0.060,0.164,0.940,0.587,0.095,0.403,1,0.363,en_observacion
0.069,0.349,0.931,0.730,0.114,0.301,2,0.274,en_riesgo
0.098,0.448,0.902,0.507,0.128,0.195,1,0.367,en_riesgo
-0.160,0.726,1.160,0.805,0.202,0.249,0,0.211,en_riesgo
0.350,0.016,0.650,0.408,0.174,0.150,2,0.182,saludable
0.524,0.019,0.476,0.286,0.127,0.680,3,0.271,saludable
0.090,0.292,0.910,0.667,0.223,0.351,1,0.082,en_riesgo
-0.181,0.481,1.181,0.654,0.342,0.187,0,0.118,en_riesgo
-0.105,0.785,1.105,0.559,0.128,0.490,0,0.244,en_riesgo
0.158,0.366,0.842,0.534,0.174,0.655,2,0.290,en_observacion
0.220,0.178,0.780,0.392,0.312,0.151,2,0.298,en_observacion
0.039,0.260,0.961,0.454,0.258,0.211,2,0.308,en_riesgo
0.156,0.168,0.844,0.545,0.214,0.407,1,0.108,en_observacion
-0.093,0.561,1.093,0.516,0.383,0.573,0,0.078,en_riesgo
-0.345,0.664,1.345,0.965,0.372,0.682,0,0.253,en_riesgo
-0.422,0.610,1.422,0.714,0.189,0.296,1,0.365,en_riesgo
-0.168,0.370,1.168,0.887,0.213,0.188,0,0.257,en_riesgo
0.545,0.215,0.455,0.341,0.088,0.493,3,0.097,saludable
0.085,0.215,0.915,0.647,0.153,0.329,1,0.191,en_observacion
0.446,0.239,0.554,0.434,0.080,0.216,3,0.407,saludable
0.405,0.062,0.595,0.461,0.131,0.440,2,0.028,saludable
0.337,0.242,0.663,0.505,0.148,0.197,3,0.132,saludable
0.220,0.218,0.780,0.621,0.134,0.444,2,0.143,saludable
0.119,0.332,0.881,0.557,0.125,0.288,2,0.344,en_observacion
0.218,0.394,0.782,0.520,0.164,0.779,1,0.072,en_observacion
0.455,0.210,0.545,0.407,0.121,0.112,2,0.404,saludable
0.343,0.126,0.657,0.325,0.187,0.238,3,0.176,saludable
-0.390,0.623,1.390,0.853,0.366,0.329,0,0.146,en_riesgo
0.010,0.780,0.990,0.524,0.162,0.167,1,0.089,en_riesgo
0.212,0.054,0.788,0.541,0.209,0.731,3,0.235,saludable
0.218,0.439,0.782,0.413,0.092,0.280,2,0.147,en_observacion
0.414,0.017,0.586,0.464,0.062,0.238,2,0.211,saludable
0.181,0.346,0.819,0.514,0.221,0.406,1,0.208,en_observacion
0.445,0.020,0.555,0.387,0.114,0.331,3,0.351,saludable
0.024,0.311,0.976,0.506,0.258,0.326,1,0.597,en_riesgo
-0.242,0.560,1.242,0.596,0.213,0.341,0,0.406,en_riesgo
0.162,0.313,0.838,0.401,0.301,0.342,2,0.431,en_observacion
0.103,0.283,0.897,0.624,0.186,0.389,1,0.299,en_riesgo
0.539,0.109,0.461,0.262,0.184,0.474,3,0.437,saludable
0.389,0.211,0.611,0.299,0.074,0.670,3,0.071,saludable
0.013,0.194,0.987,0.520,0.217,0.417,2,0.314,en_riesgo
0.041,0.795,0.959,0.592,0.253,0.207,0,0.335,en_riesgo
0.416,0.175,0.584,0.276,0.059,0.277,2,0.144,saludable
-0.379,0.798,1.379,0.763,0.408,0.535,1,0.274,en_riesgo
0.005,0.425,0.995,0.741,0.103,0.639,1,0.458,en_riesgo
0.020,0.649,0.980,0.456,0.153,0.522,0,0.147,en_riesgo
-0.063,0.467,1.063,0.754,0.194,0.571,0,0.076,en_riesgo
-0.361,0.623,1.361,0.957,0.324,0.437,0,0.389,en_riesgo
0.516,0.165,0.484,0.223,0.052,0.463,3,0.050,saludable
0.013,0.299,0.987,0.559,0.316,0.590,2,0.171,en_riesgo
0.434,0.146,0.566,0.317,0.115,0.431,3,0.280,saludable
0.410,0.116,0.590,0.324,0.110,0.778,3,0.475,saludable
-0.341,0.382,1.341,1.005,0.315,0.138,1,0.330,en_riesgo
0.223,0.234,0.777,0.437,0.139,0.513,3,0.340,saludable
0.410,0.135,0.590,0.435,0.141,0.203,3,0.178,saludable
0.480,0.166,0.520,0.276,0.162,0.324,3,0.083,saludable
0.320,0.058,0.680,0.370,0.099,0.180,3,0.170,saludable
0.363,0.008,0.637,0.336,0.093,0.474,3,0.156,saludable
-0.046,0.767,1.046,0.758,0.277,0.464,1,0.100,en_riesgo
-0.233,0.727,1.233,0.781,0.165,0.272,0,0.285,en_riesgo
0.066,0.301,0.934,0.718,0.200,0.822,2,0.181,en_riesgo
-0.109,0.375,1.109,0.577,0.156,0.572,0,0.567,en_riesgo
-0.134,0.700,1.134,0.589,0.278,0.379,0,0.039,en_riesgo
0.234,0.186,0.766,0.555,0.174,0.285,2,0.100,saludable
0.430,0.054,0.570,0.289,0.216,0.323,3,0.216,saludable
0.160,0.354,0.840,0.515,0.136,0.187,1,0.131,en_riesgo
0.284,0.044,0.716,0.514,0.093,0.600,3,0.235,saludable
-0.093,0.784,1.093,0.506,0.186,0.393,0,0.464,en_riesgo
0.510,0.098,0.490,0.319,0.113,0.317,2,0.596,saludable
-0.224,0.585,1.224,0.735,0.446,0.384,0,0.252,en_riesgo
0.141,0.166,0.859,0.459,0.164,0.353,1,0.387,en_observacion
0.109,0.255,0.891,0.624,0.249,0.340,1,0.051,en_observacion
0.454,0.203,0.546,0.362,0.099,0.292,2,0.154,saludable
0.043,0.712,0.957,0.734,0.162,0.473,0,0.395,en_riesgo
0.331,0.228,0.669,0.360,0.070,0.392,2,0.174,saludable
0.277,0.120,0.723,0.544,0.164,0.702,3,0.042,saludable
0.197,0.178,0.803,0.600,0.127,0.206,1,0.120,en_observacion
0.159,0.439,0.841,0.591,0.198,0.632,2,0.091,en_observacion
0.022,0.627,0.978,0.591,0.358,0.174,0,0.128,en_riesgo
0.318,0.005,0.682,0.469,0.094,0.611,3,0.223,saludable
0.154,0.429,0.846,0.560,0.172,0.227,2,0.304,en_observacion
-0.113,0.530,1.113,0.541,0.387,0.459,1,0.292,en_riesgo
0.123,0.289,0.877,0.615,0.228,0.233,2,0.227,en_observacion
-0.040,0.351,1.040,0.628,0.334,0.084,0,0.146,en_riesgo
0.247,0.206,0.753,0.502,0.177,0.302,2,0.270,en_observacion
-0.363,0.500,1.363,1.071,0.231,0.816,0,0.090,en_riesgo
-0.384,0.756,1.384,0.647,0.405,0.354,0,0.243,en_riesgo
0.336,0.200,0.664,0.486,0.130,0.272,2,0.134,saludable
-0.072,0.541,1.072,0.688,0.272,0.656,0,0.186,en_riesgo
-0.005,0.596,1.005,0.700,0.276,0.481,0,0.175,en_riesgo
-0.134,0.670,1.134,0.907,0.137,0.295,0,0.144,en_riesgo
-0.291,0.726,1.291,0.775,0.160,0.352,0,0.230,en_riesgo
0.334,0.102,0.666,0.444,0.110,0.463,3,0.453,saludable
0.502,0.128,0.498,0.383,0.083,0.161,3,0.363,saludable
-0.208,0.381,1.208,0.907,0.161,0.593,0,0.601,en_riesgo
0.039,0.325,0.961,0.618,0.207,0.264,2,0.256,en_riesgo
0.511,0.189,0.489,0.304,0.153,0.314,3,0.625,saludable
0.291,0.059,0.709,0.450,0.193,0.491,3,0.527,saludable
0.360,0.175,0.640,0.494,0.094,0.072,2,0.574,saludable
0.226,0.164,0.774,0.529,0.087,0.515,2,0.230,saludable
-0.035,0.412,1.035,0.584,0.214,0.249,0,0.033,en_riesgo
0.255,0.122,0.745,0.467,0.083,0.445,3,0.343,saludable
-0.184,0.732,1.184,0.725,0.179,0.358,1,0.248,en_riesgo
0.205,0.103,0.795,0.391,0.183,0.673,2,0.338,saludable
0.064,0.299,0.936,0.696,0.227,0.358,2,0.113,en_riesgo
0.002,0.201,0.998,0.655,0.261,0.728,2,0.347,en_riesgo
-0.079,0.662,1.079,0.736,0.155,0.369,0,0.120,en_riesgo
-0.337,0.632,1.337,0.983,0.289,0.314,0,0.190,en_riesgo
0.223,0.191,0.777,0.452,0.275,0.161,2,0.141,saludable
0.406,0.169,0.594,0.340,0.189,0.369,3,0.219,saludable
0.258,0.196,0.742,0.412,0.292,0.725,3,0.047,en_observacion
0.192,0.448,0.808,0.452,0.314,0.439,1,0.166,en_observacion
0.087,0.248,0.913,0.602,0.183,0.429,1,0.173,en_observacion
0.066,0.257,0.934,0.737,0.144,0.697,2,0.325,en_observacion
-0.153,0.411,1.153,0.723,0.210,0.467,0,0.284,en_riesgo
-0.372,0.724,1.372,0.933,0.218,0.373,0,0.341,en_riesgo
0.479,0.021,0.521,0.275,0.142,0.420,3,0.094,saludable
0.497,0.054,0.503,0.374,0.062,0.298,3,0.137,saludable
0.058,0.422,0.942,0.702,0.096,0.153,2,0.149,en_riesgo
0.342,0.063,0.658,0.403,0.109,0.617,2,0.151,saludable
0.053,0.267,0.947,0.639,0.264,0.347,1,0.643,en_riesgo
-0.030,0.380,1.030,0.557,0.409,0.312,0,0.078,en_riesgo
0.159,0.256,0.841,0.528,0.226,0.453,1,0.364,en_observacion
0.030,0.437,0.970,0.545,0.108,0.254,2,0.173,en_riesgo
0.124,0.414,0.876,0.563,0.160,0.302,2,0.031,en_riesgo
0.544,0.207,0.456,0.299,0.100,0.689,3,0.217,saludable
0.498,0.203,0.502,0.332,0.052,0.290,3,0.391,saludable
-0.256,0.795,1.256,0.905,0.270,0.227,0,0.226,en_riesgo
0.055,0.392,0.945,0.426,0.382,0.347,2,0.133,en_riesgo
-0.267,0.352,1.267,0.950,0.288,0.128,0,0.176,en_riesgo
0.219,0.290,0.781,0.511,0.223,0.887,2,0.108,en_observacion
0.521,0.063,0.479,0.321,0.117,0.428,3,0.265,saludable
0.028,0.384,0.972,0.576,0.199,0.775,2,0.292,en_riesgo
-0.407,0.492,1.407,1.075,0.302,0.410,0,0.080,en_riesgo
-0.228,0.435,1.228,0.790,0.310,0.278,0,0.532,en_riesgo
0.221,0.006,0.779,0.444,0.247,0.370,2,0.152,saludable
-0.324,0.632,1.324,0.808,0.322,0.309,0,0.574,en_riesgo
0.507,0.023,0.493,0.351,0.055,0.456,2,0.152,saludable
-0.099,0.743,1.099,0.879,0.123,0.557,0,0.154,en_riesgo
0.070,0.196,0.930,0.713,0.180,0.309,1,0.188,en_observacion
0.472,0.006,0.528,0.257,0.217,0.239,3,0.194,saludable
0.087,0.320,0.913,0.571,0.147,0.269,2,0.179,en_observacion
0.232,0.200,0.768,0.503,0.129,0.746,2,0.190,en_observacion
-0.345,0.370,1.345,0.916,0.347,0.364,0,0.081,en_riesgo
0.454,0.235,0.546,0.249,0.151,0.361,3,0.441,saludable
0.018,0.518,0.982,0.718,0.200,0.647,0,0.310,en_riesgo
0.001,0.618,0.999,0.629,0.143,0.472,0,0.217,en_riesgo
-0.384,0.691,1.384,0.863,0.181,0.350,0,0.057,en_riesgo
-0.039,0.783,1.039,0.568,0.462,0.631,1,0.464,en_riesgo
-0.415,0.590,1.415,0.709,0.636,0.497,0,0.082,en_riesgo
-0.263,0.461,1.263,0.706,0.233,0.338,1,0.185,en_riesgo
0.540,0.019,0.460,0.288,0.141,0.390,3,0.083,saludable
-0.204,0.771,1.204,0.729,0.168,0.109,1,0.287,en_riesgo
0.495,0.066,0.505,0.296,0.066,0.281,2,0.743,saludable
0.010,0.184,0.990,0.698,0.161,0.204,2,0.121,en_riesgo
0.008,0.383,0.992,0.663,0.148,0.639,1,0.164,en_riesgo
0.026,0.597,0.974,0.758,0.136,0.606,0,0.177,en_riesgo
-0.110,0.600,1.110,0.763,0.139,0.491,0,0.215,en_riesgo
0.045,0.745,0.955,0.754,0.141,0.632,0,0.030,en_riesgo
0.182,0.398,0.818,0.480,0.083,0.341,1,0.029,en_observacion
0.435,0.091,0.565,0.430,0.073,0.177,3,0.275,saludable
0.240,0.172,0.760,0.541,0.190,0.358,1,0.297,en_observacion
0.126,0.179,0.874,0.416,0.370,0.300,2,0.132,en_observacion
0.221,0.030,0.779,0.606,0.160,0.146,2,0.377,saludable
-0.254,0.775,1.254,0.756,0.379,0.257,0,0.252,en_riesgo
0.510,0.210,0.490,0.326,0.115,0.587,3,0.174,saludable
-0.360,0.447,1.360,0.904,0.312,0.165,0,0.175,en_riesgo
-0.078,0.546,1.078,0.527,0.311,0.297,0,0.368,en_riesgo
0.127,0.407,0.873,0.402,0.123,0.506,2,0.336,en_observacion
-0.428,0.638,1.428,1.003,0.370,0.267,0,0.237,en_riesgo
0.016,0.438,0.984,0.502,0.243,0.273,1,0.183,en_riesgo
-0.307,0.501,1.307,0.889,0.155,0.475,0,0.374,en_riesgo
0.389,0.021,0.611,0.424,0.172,0.129,3,0.010,saludable
0.481,0.016,0.519,0.401,0.055,0.634,3,0.125,saludable
0.269,0.147,0.731,0.518,0.175,0.348,3,0.316,saludable
-0.223,0.577,1.223,0.882,0.143,0.438,0,0.100,en_riesgo
0.103,0.368,0.897,0.465,0.116,0.845,2,0.247,en_observacion
0.084,0.176,0.916,0.524,0.172,0.695,2,0.225,en_observacion
0.456,0.100,0.544,0.391,0.088,0.954,3,0.091,saludable
0.251,0.050,0.749,0.565,0.145,0.293,2,0.226,saludable
-0.071,0.472,1.071,0.744,0.289,0.305,1,0.804,en_riesgo
0.065,0.272,0.935,0.474,0.266,0.497,2,0.241,en_observacion
-0.151,0.643,1.151,0.666,0.453,0.346,0,0.252,en_riesgo
0.272,0.198,0.728,0.395,0.242,0.238,3,0.151,saludable
0.318,0.150,0.682,0.414,0.089,0.134,3,0.626,saludable
0.393,0.211,0.607,0.454,0.106,0.368,3,0.359,saludable
-0.173,0.507,1.173,0.715,0.439,0.329,0,0.266,en_riesgo
-0.042,0.667,1.042,0.699,0.216,0.218,0,0.140,en_riesgo
0.270,0.249,0.730,0.575,0.127,0.696,3,0.034,en_observacion
0.237,0.179,0.763,0.503,0.153,0.495,1,0.074,en_observacion
0.002,0.686,0.998,0.747,0.236,0.237,1,0.526,en_riesgo
0.484,0.109,0.516,0.283,0.065,0.749,2,0.180,saludable
-0.121,0.464,1.121,0.549,0.491,0.470,0,0.150,en_riesgo
-0.081,0.353,1.081,0.764,0.163,0.263,0,0.123,en_riesgo
-0.201,0.509,1.201,0.562,0.342,0.430,0,0.531,en_riesgo
0.027,0.374,0.973,0.479,0.249,0.509,1,0.253,en_riesgo
0.210,0.381,0.790,0.497,0.134,0.363,1,0.506,en_observacion
0.148,0.426,0.852,0.651,0.193,0.608,2,0.285,en_riesgo
0.087,0.152,0.913,0.435,0.400,0.291,1,0.241,en_observacion
-0.087,0.611,1.087,0.675,0.294,0.419,0,0.282,en_riesgo
0.550,0.195,0.450,0.286,0.119,0.728,3,0.401,saludable
0.110,0.301,0.890,0.424,0.106,0.081,1,0.384,en_observacion
0.480,0.091,0.520,0.385,0.083,0.410,2,0.370,saludable
0.162,0.336,0.838,0.487,0.227,0.484,2,0.297,en_observacion
-0.142,0.629,1.142,0.848,0.179,0.883,0,0.230,en_riesgo
-0.041,0.710,1.041,0.744,0.197,0.554,0,0.347,en_riesgo
-0.220,0.755,1.220,0.919,0.220,0.383,1,0.196,en_riesgo
0.243,0.018,0.757,0.484,0.236,0.317,2,0.288,saludable
0.193,0.177,0.807,0.430,0.134,0.425,2,0.346,saludable
0.212,0.208,0.788,0.500,0.191,0.142,1,0.400,en_observacion
-0.016,0.512,1.016,0.652,0.138,0.270,1,0.129,en_riesgo
-0.142,0.788,1.142,0.516,0.495,0.261,0,0.768,en_riesgo
-0.448,0.513,1.448,1.107,0.286,0.266,1,0.103,en_riesgo
0.494,0.016,0.506,0.340,0.139,0.445,3,0.470,saludable
0.183,0.390,0.817,0.529,0.159,0.441,1,0.237,en_riesgo
0.399,0.167,0.601,0.456,0.081,0.229,3,0.608,saludable
-0.277,0.794,1.277,0.929,0.204,0.034,0,0.276,en_riesgo
-0.442,0.497,1.442,0.881,0.310,0.329,1,0.282,en_riesgo
0.247,0.156,0.753,0.425,0.211,0.343,3,0.107,saludable
0.013,0.379,0.987,0.569,0.358,0.254,2,0.553,en_riesgo
0.151,0.196,0.849,0.603,0.222,0.412,1,0.241,en_observacion
0.117,0.199,0.883,0.520,0.204,0.550,2,0.040,en_observacion
-0.088,0.799,1.088,0.825,0.254,0.193,0,0.178,en_riesgo
0.165,0.287,0.835,0.622,0.134,0.244,1,0.136,en_observacion
0.503,0.144,0.497,0.291,0.176,0.189,3,0.354,saludable
0.302,0.156,0.698,0.459,0.081,0.393,2,0.102,saludable
-0.246,0.768,1.246,0.625,0.223,0.406,1,0.251,en_riesgo
0.489,0.063,0.511,0.256,0.109,0.469,3,0.510,saludable
0.215,0.233,0.785,0.598,0.129,0.702,2,0.284,en_observacion
0.222,0.194,0.778,0.407,0.254,0.499,3,0.140,saludable
0.212,0.221,0.788,0.551,0.217,0.470,3,0.192,en_observacion
0.118,0.368,0.882,0.490,0.187,0.565,1,0.324,en_riesgo
-0.338,0.714,1.338,0.686,0.489,0.766,1,0.234,en_riesgo
0.463,0.201,0.537,0.277,0.082,0.273,2,0.428,saludable
-0.141,0.381,1.141,0.562,0.289,0.359,1,0.111,en_riesgo
0.029,0.436,0.971,0.580,0.360,0.317,1,0.090,en_riesgo
0.019,0.225,0.981,0.507,0.337,0.406,1,0.162,en_observacion
0.177,0.186,0.823,0.373,0.364,0.556,1,0.369,en_observacion
-0.254,0.570,1.254,0.806,0.240,0.134,0,0.170,en_riesgo
-0.029,0.547,1.029,0.781,0.198,0.820,0,0.123,en_riesgo
0.223,0.401,0.777,0.492,0.206,0.325,1,0.051,en_observacion
0.381,0.231,0.619,0.384,0.196,0.573,3,0.130,saludable
0.326,0.014,0.674,0.332,0.105,0.256,3,0.269,saludable
0.207,0.220,0.793,0.395,0.324,0.437,2,0.234,en_observacion
0.487,0.127,0.513,0.348,0.120,0.110,3,0.266,saludable
0.143,0.163,0.857,0.492,0.219,0.541,2,0.146,en_observacion
0.195,0.263,0.805,0.368,0.261,0.119,2,0.210,en_observacion
0.529,0.179,0.471,0.319,0.070,0.529,3,0.513,saludable
0.315,0.241,0.685,0.383,0.086,0.642,2,0.096,saludable
0.222,0.091,0.778,0.387,0.320,0.399,2,0.167,saludable
0.391,0.036,0.609,0.313,0.149,0.495,3,0.059,saludable
-0.050,0.790,1.050,0.620,0.430,0.242,0,0.574,en_riesgo
0.055,0.292,0.945,0.717,0.146,0.535,2,0.444,en_riesgo
-0.349,0.722,1.349,0.641,0.276,0.283,0,0.296,en_riesgo
-0.104,0.704,1.104,0.827,0.151,0.075,1,0.184,en_riesgo
-0.286,0.543,1.286,0.603,0.468,0.519,0,0.405,en_riesgo
0.224,0.344,0.776,0.595,0.124,0.757,1,0.208,en_riesgo
-0.006,0.519,1.006,0.542,0.140,0.517,1,0.107,en_riesgo
-0.346,0.509,1.346,0.684,0.344,0.044,1,0.190,en_riesgo
-0.337,0.386,1.337,0.730,0.167,0.165,1,0.473,en_riesgo
0.333,0.066,0.667,0.342,0.297,0.550,3,0.147,saludable
0.045,0.401,0.955,0.734,0.200,0.227,1,0.477,en_riesgo
-0.030,0.479,1.030,0.709,0.121,0.672,0,0.369,en_riesgo
-0.307,0.355,1.307,0.598,0.364,0.257,0,0.211,en_riesgo
-0.112,0.573,1.112,0.678,0.392,0.375,0,0.070,en_riesgo
-0.236,0.572,1.236,0.682,0.318,0.428,0,0.509,en_riesgo
0.050,0.758,0.950,0.489,0.370,0.597,0,0.212,en_riesgo
-0.093,0.590,1.093,0.747,0.208,0.423,0,0.127,en_riesgo
0.457,0.169,0.543,0.280,0.147,0.111,3,0.028,saludable
0.520,0.082,0.480,0.326,0.079,0.514,3,0.282,saludable
0.052,0.209,0.948,0.505,0.357,0.303,1,0.236,en_riesgo
0.043,0.281,0.957,0.615,0.322,0.293,2,0.403,en_observacion
-0.227,0.479,1.227,0.772,0.208,0.760,1,0.316,en_riesgo
0.090,0.315,0.910,0.417,0.223,0.276,1,0.503,en_riesgo
-0.428,0.405,1.428,0.959,0.453,0.592,0,0.096,en_riesgo
0.285,0.124,0.715,0.416,0.254,0.702,2,0.051,saludable
-0.313,0.360,1.313,0.623,0.409,0.354,0,0.018,en_riesgo
0.044,0.722,0.956,0.600,0.279,0.329,0,0.615,en_riesgo
0.144,0.447,0.856,0.587,0.186,0.285,2,0.308,en_riesgo
0.303,0.117,0.697,0.375,0.147,0.402,3,0.306,saludable
0.384,0.074,0.616,0.289,0.252,0.572,3,0.168,saludable
0.224,0.079,0.776,0.466,0.186,0.508,3,0.281,saludable
-0.131,0.724,1.131,0.784,0.184,0.261,0,0.341,en_riesgo
0.309,0.210,0.691,0.428,0.115,0.298,3,0.128,saludable
0.130,0.259,0.870,0.624,0.199,0.275,2,0.142,en_observacion
0.035,0.317,0.965,0.453,0.323,0.075,2,0.382,en_riesgo
-0.282,0.665,1.282,0.763,0.175,0.522,0,0.267,en_riesgo
-0.108,0.764,1.108,0.605,0.124,0.261,0,0.137,en_riesgo
0.019,0.767,0.981,0.597,0.351,0.510,0,0.284,en_riesgo
-0.278,0.661,1.278,0.824,0.199,0.371,0,0.185,en_riesgo
0.176,0.312,0.824,0.377,0.142,0.416,1,0.215,en_observacion
0.219,0.136,0.781,0.618,0.100,0.739,3,0.167,saludable
0.022,0.681,0.978,0.447,0.205,0.312,0,0.217,en_riesgo
0.485,0.100,0.515,0.391,0.089,0.461,3,0.071,saludable
-0.266,0.715,1.266,0.852,0.278,0.797,0,0.005,en_riesgo
-0.181,0.788,1.181,0.679,0.378,0.559,0,0.377,en_riesgo
